,text,named_ents,named_ents_nolabel,chunk,compounds,verbs,re_subtree,re_chunk_v_chunk,adj,adj_noun,preps,noun_pre_noun
106,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.","[('$14 million', 'MONEY')]",['$14 million'],"['He', 'his business', 'his father', 'he', 'you', 'wealthy people', 'we', 'everything']",['14 million'],"[started, borrowed, believes, help, be, work]","('everything', 'wealthy people', 'started')","('He he you we everything', 'start wealthy', 'business million father people')",[wealthy],['wealthy people'],"[with, from, from]",[]
107,I do not buy that.,[],[],['I'],[],[buy],"('I', 'that', 'buy')","('I', 'buy', 'that')",[],[],[],[]
108,I have a different experience.,[],[],"['I', 'a different experience']",[],[have],"('I', 'different experience', 'have')","('I', 'have different', 'experience')",[different],['different experience'],[],[]
109,My father was a small-businessman.,[],[],"['My father', 'a small-businessman']",[],[],"('father', '', 'was')","('father', 'be small businessman', '')",[small],[],[],[]
110,He worked really hard.,[],[],['He'],[],[worked],"('He', '', 'worked')","('He', 'work', '')",[],[],[],[]
111,"He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going.",[],[],"['He', 'drapery fabrics', 'long tables', 'he', 'those fabrics', 'he', 'a silkscreen', 'the paint', 'the squeegee']",['drapery fabrics'],"[printed, pulled, went, dumped, took, kept, going]","('he', 'squeegee', 'printed')","('He he he', 'print long', 'fabrics tables fabrics silkscreen paint squeegee')",[long],"['drapery fabrics', 'long tables']","[on, with]",['drapery fabrics on long tables']
112,"And so what I believe is the more we can do for the middle class, the more we can invest in you, your education, your skills, your future, the better we will be off and the better we'll grow.",[],[],"['what', 'I', 'we', 'the middle class', 'we', 'you', 'your education', 'your skills', 'your future', 'we', 'we']",[],"[believe, do, invest, be, grow]","('we', 'you', 'invest')","('I believe we we we we', 'more middle invest', 'what class you')",[middle],['middle class'],"[for, in]",[]
113,That's the kind of economy I want us to see again.,[],[],"['the kind', 'economy', 'I', 'us']",[],"[want, see]","('us', 'economy', ""'s"")","('That I us', 'be kind', 'economy')",[],[],[of],['kind of economy']
114,"  Let me follow up with Mr. Trump, if you can.","[('Trump', 'PERSON')]",['Trump'],"['me', 'Mr. Trump', 'you']",['Mr. Trump'],"[Let, follow]","('you', 'Mr. Trump', 'Let')","('me you', 'let', 'Trump')",[],[],[with],[]
115,"You've talked about creating 25 million jobs, and you've promised to bring back millions of jobs for Americans.","[('25 million', 'CARDINAL'), ('millions', 'CARDINAL'), ('Americans', 'NORP')]","['25 million', 'millions', 'Americans']","['You', '25 million jobs', 'you', 'millions', 'jobs', 'Americans']",['25 million'],"[talked, creating, promised, bring]","('you', 'Americans', 'talked')","('You you', 'talk', 'jobs millions jobs Americans')",[],[],"[about, of, for]",['millions of jobs']
116,How are you going to bring back the industries that have left this country for cheaper labor overseas?,[],[],"['you', 'the industries', 'this country', 'cheaper labor']",[],"[going, bring, left]","('that', 'cheaper labor', 'going')","('you that', 'go cheap', 'industries country labor')",[cheaper],['cheaper labor'],[for],[]
117,"How, specifically, are you going to tell American manufacturers that you have to come back?","[('American', 'NORP')]",['American'],"['you', 'American manufacturers', 'you']",[],"[going, tell, have, come]","('you', 'American manufacturers', 'going')","('you you', 'go american', 'manufacturers')",[American],['American manufacturers'],[],[]
118,  ,[],[],[],[],[],"('', '', '  ')","('', '', '')",[],[],[],[]
119,"Well, for one thing — and before we start on that — my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs.","[('one', 'CARDINAL'), ('1975', 'DATE')]","['one', '1975']","['one thing', 'we', 'my father', 'me', 'a very small loan', 'I', 'it', 'a company', 'dollars', 'the greatest assets', 'the world', 'I', 'the kind', 'thinking', 'our country']",[],"[start, gave, built, 's, say, 's, needs]","('country', 'that', 'gave')","('we father I that I that country', 'give small many many great kind', 'thing that loan 1975 it company dollars some assets world that thinking that')","[small, many, many, greatest]","['small loan', 'greatest assets']","[for, on, in, into, of, with, of, in, of]","['many many billions of dollars', 'greatest assets in world', 'kind of thinking']"
120,Our country's in deep trouble.,[],[],"['Our country', 'deep trouble']",[],[],"('country', 'deep trouble', ""'s"")","('country', 'be deep', 'trouble')",[deep],['deep trouble'],[in],[]
121,"We do not know what we are doing when it comes to devaluations and all of these countries all over the world, especially China.","[('China', 'GPE')]",['China'],"['We', 'what', 'we', 'it', 'devaluations', 'these countries', 'the world', 'especially China']",[],"[know, doing, comes]","('it', 'world', 'know')","('We we it', 'know', 'what devaluations countries world')",[],[],"[to, of, over]",[]
122,"they are the best, the best ever at it.",[],[],"['they', 'it']",[],[],"('they', 'it', 'are')","('they', 'be good', 'it')",[],[],[at],[]
123,"What they are doing to us is a very, very sad thing.",[],[],"['What', 'they', 'us', 'a very, very sad thing']",[],[doing],"('doing', 'us', 'is')","('they doing', 'be sad thing', 'What us')",[sad],[],[to],[]
124,So we have to do that.,[],[],['we'],[],"[have, do]","('we', 'that', 'have')","('we', 'have', 'that')",[],[],[],[]
125,We have to renegotiate our trade deals.,[],[],"['We', 'our trade deals']",['trade deals'],"[have, renegotiate]","('We', 'trade deals', 'have')","('We', 'have', 'deals')",[],['trade deals'],[],[]
126,"And, Lester, they are taking our jobs, they are giving incentives, they are doing things that, frankly, we do not do.","[('Lester', 'GPE')]",['Lester'],"['they', 'our jobs', 'they', 'incentives', 'they', 'things', 'we']",[],"[taking, giving, doing, do]","('we', 'things', 'doing')","('they they they that we', 'do', 'jobs incentives things')",[],[],[],[]
127,Let me give you the example of Mexico.,"[('Mexico', 'GPE')]",['Mexico'],"['me', 'you', 'the example', 'Mexico']",[],"[Let, give]","('me', 'Mexico', 'Let')","('me', 'let', 'example Mexico')",[],[],[of],['example of Mexico']
128,They have a VAT tax.,[],[],"['They', 'a VAT tax']",['VAT tax'],[have],"('They', 'VAT tax', 'have')","('They', 'have', 'tax')",[],['VAT tax'],[],[]
129,we are on a different system.,[],[],"['we', 'a different system']",[],[],"('we', 'different system', 'are')","('we', 'be different', 'system')",[different],['different system'],[on],[]
130,"When we sell into Mexico, there's a tax.","[('Mexico', 'GPE')]",['Mexico'],"['we', 'Mexico', 'a tax']",[],[sell],"('we', 'Mexico', ""'s"")","('we', 'be tax', 'Mexico')",[],[],[into],[]
131,"When they sell in — automatic, 16 percent, approximately.","[('16 percent', 'PERCENT')]",['16 percent'],"['they', 'automatic, 16 percent']",[],[sell],"('they', 'percent', 'sell')","('they', 'sell automatic', 'percent')",[automatic],['automatic percent'],[in],[]
132,"When they sell into us, there's no tax.",[],[],"['they', 'us', 'no tax']",[],[sell],"('they', 'us', ""'s"")","('they', 'be tax', 'us')",[],[],[into],[]
133,it is a defective agreement.,[],[],"['it', 'a defective agreement']",[],[],"('it', '', 'is')","('it', 'be defective agreement', '')",[defective],[],[],[]
134,"it is been defective for a long time, many years, but the politicians haven't done anything about it.",[],[],"['it', 'a long time', 'the politicians', 'anything', 'it']",[],"[been, done]","('it', 'politicians', 'been')","('it politicians', 'be long many', 'time anything it')","[long, many]",['long time'],"[for, about]",[]
135,"Now, in all fairness to Secretary Clinton — yes, is that OK?","[('Clinton', 'PERSON')]",['Clinton'],"['all fairness', 'Secretary Clinton']",['Secretary Clinton'],[],"('that', 'Secretary Clinton', 'is')","('that', 'be', 'fairness Clinton')",[],[],"[in, to]",['fairness to Secretary Clinton']
136,Good.,[],[],[],[],[],"('', '', 'Good')","('', 'good', '')",[],[],[],[]
137,I want you to be very happy.,[],[],"['I', 'you']",[],"[want, be]","('you', '', 'want')","('I you', 'want', '')",[],[],[],[]
138,it is very important to me.,[],[],"['it', 'me']",[],[],"('it', 'me', 'is')","('it', 'be', 'me')",[],[],[to],[]
139,"But in all fairness to Secretary Clinton, when she started talking about this, it was really very recently.","[('Clinton', 'PERSON')]",['Clinton'],"['all fairness', 'Secretary Clinton', 'she', 'it']",['Secretary Clinton'],"[started, talking]","('it', 'this', 'was')","('she it', 'be', 'fairness Clinton this')",[],[],"[in, to, about]",['fairness to Secretary Clinton']
140,she is been doing this for 30 years.,"[('30 years', 'DATE')]",['30 years'],"['she', '30 years']",[],[doing],"('she', 'years', 'doing')","('she', 'do', 'this years')",[],[],[for],[]
141,And why hasn't she made the agreements better?,[],[],"['she', 'the agreements']",[],[made],"('agreements', '', 'made')","('she agreements', 'make', '')",[],[],[],[]
142,The NAFTA agreement is defective.,"[('NAFTA', 'ORG')]",['NAFTA'],['The NAFTA agreement'],['NAFTA agreement'],[],"('NAFTA agreement', '', 'is')","('agreement', 'be', '')",[],['NAFTA agreement'],[],[]
143,"Just because of the tax and many other reasons, but just because of the fact…   Let me interrupt just a moment, but…   Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement.","[('Clinton', 'PERSON'), ('years', 'DATE')]","['Clinton', 'years']","['the tax', 'many other reasons', 'the fact', 'me', 'Secretary Clinton', 'others', 'politicians', 'years', 'the fact', 'we', 'a movement']",['Secretary Clinton'],"[Let, interrupt, doing, created]","('we', 'movement', 'Let')","('me    we', 'many other let', 'tax fact this years fact movement')","[many, other]",[],"[because, because, for, because]",[]
144,They should have been doing this for years.,"[('years', 'DATE')]",['years'],"['They', 'years']",[],[doing],"('They', 'years', 'doing')","('They', 'do', 'this years')",[],[],[for],[]
145,"What's happened to our jobs and our country and our economy generally is — look, we owe $20 trillion.","[('$20 trillion', 'MONEY')]",['$20 trillion'],"['What', 'our jobs', 'our country', 'our economy', 'we']",['20 trillion'],"[happened, look, owe]","('20 trillion', 'we', 'owe')","('What happened we', 'look owe', 'jobs trillion')",[],[],[to],[]
146,"We cannot do it any longer, Lester.","[('Lester', 'GPE')]",['Lester'],"['We', 'it']",[],[do],"('We', 'it', 'do')","('We', 'do', 'it')",[],[],[],[]
147,"  Back to the question, though.",[],[],['the question'],[],[],"('', 'question', '  ')","('', '', 'question')",[],[],[to],[]
148,"How do you bring back — specifically bring back jobs, American manufacturers?","[('American', 'NORP')]",['American'],"['you', 'jobs', 'American manufacturers']",[],"[bring, bring]","('you', 'American manufacturers', 'bring')","('you', 'bring american', 'jobs manufacturers')",[American],['American manufacturers'],[],[]
149,How do you make them bring the jobs back?,[],[],"['you', 'them', 'the jobs']",[],"[make, bring]","('them', 'jobs', 'make')","('you them', 'make', 'jobs')",[],[],[],[]
150,  ,[],[],[],[],[],"('', '', '  ')","('', '', '')",[],[],[],[]
151,"Well, the first thing you do is do not let the jobs leave.","[('first', 'ORDINAL')]",['first'],"['the first thing', 'you', 'the jobs']",[],"[do, let, leave]","('jobs', '', 'is')","('thing you jobs', 'first be', '')",[first],['first thing'],[],[]
152,The companies are leaving.,[],[],['The companies'],[],[leaving],"('companies', '', 'leaving')","('companies', 'leave', '')",[],[],[],[]
153,"I could name, I mean, there are thousands of them.","[('thousands', 'CARDINAL')]",['thousands'],"['I', 'I', 'thousands', 'them']",[],"[name, mean]","('I', 'them', 'are')","('I I', 'be thousand', 'them')",[],[],[of],['thousands of']
154,"they are leaving, and they are leaving in bigger numbers than ever.",[],[],"['they', 'they', 'bigger numbers']",[],"[leaving, leaving]","('they', 'bigger numbers', 'leaving')","('they they', 'leave big', 'numbers')",[bigger],['bigger numbers'],"[in, than]",[]
155,"And what you do is you say, fine, you want to go to Mexico or some other country, good luck.","[('Mexico', 'GPE')]",['Mexico'],"['what', 'you', 'you', 'you', 'Mexico', 'some other country', 'good luck']",[],"[do, say, want, go]","('you', 'Mexico', 'is')","('you do you you', 'be other good luck', 'what Mexico')","[other, good]",[],[to],[]
